,ID Iklan,city,lat,lng,area,url,building_area,land_area,total_area,Bedroom,Bathroom,Sertifikat,Dilengkapi Perabotan,Kondisi Properti,Jumlah Lantai,price_per_m2,price
249,hos2003098,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos2003098,309.0,200.0,509.0,4,4,1.0,0.0,0.0,3,18664047.15,9500000000.0
250,hos2054244,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos2054244,400.0,500.0,900.0,5,4,0.0,0.0,2.0,2,17222222.22,15500000000.0
251,hos2055571,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos2055571,1100.0,900.0,2000.0,6,6,0.0,0.0,1.0,2,67500000.0,135000000000.0
252,hos2129184,Jakarta Selatan,-6.261493,106.8106,Senopati,https://www.rumah123.com/properti/jakarta-selatan/hos2129184,850.0,340.0,1190.0,5,5,0.0,1.0,1.0,3,33613445.38,40000000000.0
253,hos2382804,Jakarta Selatan,-6.261493,106.8106,Mega Kuningan,https://www.rumah123.com/properti/jakarta-selatan/hos2382804,2500.0,1050.0,3550.0,8,5,0.0,2.0,1.0,3,30985915.49,110000000000.0
254,hos2424273,Jakarta Selatan,-6.261493,106.8106,Mega Kuningan,https://www.rumah123.com/properti/jakarta-selatan/hos2424273,1500.0,1050.0,2550.0,5,5,0.0,0.0,2.0,2,29411764.71,75000000000.0
255,hos2540302,Jakarta Selatan,-6.261493,106.8106,Kebagusan,https://www.rumah123.com/properti/jakarta-selatan/hos2540302,200.0,344.0,544.0,4,2,0.0,2.0,1.0,1,14705882.35,8000000000.0
256,hos2559870,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos2559870,310.0,221.0,531.0,4,4,0.0,0.0,0.0,3,11653483.99,6188000000.0
257,hos2611583,Jakarta Selatan,-6.261493,106.8106,Pondok Labu,https://www.rumah123.com/properti/jakarta-selatan/hos2611583,225.0,128.0,353.0,3,3,0.0,0.0,0.0,3,9915014.16,3500000000.0
258,hos2614353,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos2614353,1250.0,680.0,1930.0,6,5,0.0,0.0,2.0,2,19430051.81,37500000000.0
259,hos2651413,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos2651413,222.0,161.0,383.0,3,3,0.0,0.0,2.0,2,9399477.81,3600000000.0
260,hos2668679,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos2668679,318.0,460.0,778.0,4,4,0.0,0.0,0.0,3,13462403.6,10473750000.0
261,hos2808960,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos2808960,800.0,407.0,1207.0,4,4,0.0,0.0,0.0,3,11184755.59,13500000000.0
262,hos2909401,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos2909401,500.0,1055.0,1555.0,5,3,0.0,1.0,2.0,2,9967845.66,15500000000.0
263,hos2951347,Jakarta Selatan,-6.261493,106.8106,Bintaro,https://www.rumah123.com/properti/jakarta-selatan/hos2951347,400.0,217.0,617.0,5,5,0.0,1.0,0.0,2,8265802.27,5100000000.0
264,hos3041982,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos3041982,700.0,985.0,1685.0,5,5,0.0,0.0,1.0,2,13649851.63,23000000000.0
265,hos3092569,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos3092569,130.0,120.0,250.0,3,3,0.0,1.0,2.0,3,22000000.0,5500000000.0
266,hos3175115,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos3175115,500.0,585.0,1085.0,4,4,0.0,0.0,4.0,2,40437788.02,43875000000.0
267,hos3300225,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos3300225,500.0,380.0,880.0,4,4,0.0,1.0,2.0,2,14204545.45,12500000000.0
268,hos3317686,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos3317686,150.0,253.0,403.0,3,2,0.0,0.0,4.0,1,31017369.73,12500000000.0
269,hos3391035,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos3391035,325.0,144.0,469.0,3,4,0.0,0.0,1.0,3,11300639.66,5300000000.0
270,hos3421963,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos3421963,1670.0,1180.0,2850.0,6,5,0.0,0.0,0.0,2,29824561.4,85000000000.0
271,hos3431569,Jakarta Selatan,-6.261493,106.8106,Veteran,https://www.rumah123.com/properti/jakarta-selatan/hos3431569,400.0,584.0,984.0,4,3,0.0,1.0,1.0,2,9654471.54,9500000000.0
272,hos3499625,Jakarta Selatan,-6.261493,106.8106,Pejaten,https://www.rumah123.com/properti/jakarta-selatan/hos3499625,850.0,1300.0,2150.0,5,5,0.0,1.0,3.0,2,16744186.05,36000000000.0
273,hos3588165,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos3588165,450.0,328.0,778.0,4,3,0.0,1.0,0.0,2,28277634.96,22000000000.0
274,hos3667278,Jakarta Selatan,-6.261493,106.8106,Pondok Pinang,https://www.rumah123.com/properti/jakarta-selatan/hos3667278,274.0,140.0,414.0,3,3,0.0,0.0,3.0,3,16908212.56,7000000000.0
275,hos3680836,Jakarta Selatan,-6.261493,106.8106,Ampera,https://www.rumah123.com/properti/jakarta-selatan/hos3680836,300.0,295.0,595.0,4,4,0.0,1.0,2.0,2,13445378.15,8000000000.0
276,hos3802137,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos3802137,475.0,350.0,825.0,9,7,0.0,0.0,1.0,3,5212121.21,4300000000.0
277,hos3875232,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos3875232,600.0,500.0,1100.0,4,4,0.0,0.0,1.0,3,12636363.64,13900000000.0
278,hos3876486,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos3876486,126.0,104.0,230.0,3,3,0.0,0.0,0.0,2,12773043.48,2937800000.0
279,hos3884936,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos3884936,468.0,368.0,836.0,4,4,0.0,1.0,3.0,2,27511961.72,23000000000.0
280,hos3894574,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos3894574,600.0,400.0,1000.0,4,4,0.0,0.0,3.0,2,16000000.0,16000000000.0
281,hos3903142,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos3903142,1600.0,850.0,2450.0,6,6,0.0,2.0,3.0,2,16326530.61,40000000000.0
282,hos3903525,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos3903525,500.0,449.0,949.0,6,7,0.0,1.0,1.0,2,11275026.34,10700000000.0
283,hos3929049,Jakarta Selatan,-6.261493,106.8106,Menteng Dalam,https://www.rumah123.com/properti/jakarta-selatan/hos3929049,200.0,245.0,445.0,3,3,0.0,1.0,1.0,1,11235955.06,5000000000.0
284,hos3937832,Jakarta Selatan,-6.261493,106.8106,Bangka,https://www.rumah123.com/properti/jakarta-selatan/hos3937832,1000.0,1500.0,2500.0,6,6,0.0,0.0,2.0,3,13400000.0,33500000000.0
285,hos3945386,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos3945386,320.0,250.0,570.0,4,3,0.0,0.0,0.0,2,14035087.72,8000000000.0
286,hos4007350,Jakarta Selatan,-6.261493,106.8106,Gandaria,https://www.rumah123.com/properti/jakarta-selatan/hos4007350,800.0,440.0,1240.0,4,4,0.0,0.0,0.0,2,9274193.55,11500000000.0
287,hos4062826,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4062826,650.0,435.0,1085.0,4,4,0.0,2.0,1.0,2,16129032.26,17500000000.0
288,hos4108241,Jakarta Selatan,-6.261493,106.8106,Jati Padang,https://www.rumah123.com/properti/jakarta-selatan/hos4108241,420.0,895.0,1315.0,5,4,0.0,1.0,2.0,2,11787072.24,15500000000.0
289,hos4122080,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4122080,800.0,1000.0,1800.0,5,5,0.0,2.0,1.0,2,12777777.78,23000000000.0
290,hos4141332,Jakarta Selatan,-6.261493,106.8106,Bintaro,https://www.rumah123.com/properti/jakarta-selatan/hos4141332,90.0,60.0,150.0,3,2,0.0,0.0,0.0,3,12500000.0,1875000000.0
291,hos4196288,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos4196288,450.0,380.0,830.0,4,4,0.0,1.0,2.0,2,15060240.96,12500000000.0
292,hos4235647,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos4235647,700.0,400.0,1100.0,4,4,0.0,0.0,3.0,2,17727272.73,19500000000.0
293,hos4274214,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos4274214,1200.0,470.0,1670.0,4,4,0.0,1.0,0.0,2,38922155.69,65000000000.0
294,hos4277526,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4277526,200.0,110.0,310.0,3,3,0.0,1.0,2.0,3,15000000.0,4650000000.0
295,hos4292109,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos4292109,370.0,600.0,970.0,4,3,0.0,1.0,2.0,2,32989690.72,32000000000.0
296,hos4316865,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos4316865,450.0,298.0,748.0,5,5,0.0,0.0,1.0,2,18048128.34,13500000000.0
297,hos4320993,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos4320993,172.0,195.0,367.0,3,3,0.0,0.0,1.0,2,9809264.31,3600000000.0
298,hos4363267,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4363267,425.0,384.0,809.0,5,5,0.0,1.0,1.0,2,16687268.23,13500000000.0
299,hos4366905,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4366905,450.0,342.0,792.0,5,4,0.0,1.0,2.0,2,16919191.92,13400000000.0
300,hos4384369,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos4384369,600.0,912.0,1512.0,5,4,0.0,0.0,4.0,2,33068783.07,50000000000.0
301,hos4400187,Jakarta Selatan,-6.261493,106.8106,Kuningan,https://www.rumah123.com/properti/jakarta-selatan/hos4400187,600.0,208.0,808.0,4,5,0.0,1.0,0.0,3,14851485.15,12000000000.0
302,hos4401830,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4401830,645.0,462.0,1107.0,5,6,0.0,1.0,2.0,2,19873532.07,22000000000.0
303,hos4404807,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos4404807,270.0,240.0,510.0,3,2,0.0,1.0,1.0,2,14705882.35,7500000000.0
304,hos4415253,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4415253,300.0,210.0,510.0,4,5,0.0,1.0,2.0,2,19509803.92,9950000000.0
305,hos4425373,Jakarta Selatan,-6.261493,106.8106,Tebet,https://www.rumah123.com/properti/jakarta-selatan/hos4425373,150.0,90.0,240.0,5,4,0.0,0.0,0.0,3,13750000.0,3300000000.0
306,hos4440335,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos4440335,260.0,155.0,415.0,3,3,0.0,1.0,2.0,2,13012048.19,5400000000.0
307,hos4449197,Jakarta Selatan,-6.261493,106.8106,Kebagusan,https://www.rumah123.com/properti/jakarta-selatan/hos4449197,211.0,161.0,372.0,4,3,0.0,2.0,0.0,2,11594354.84,4313100000.0
308,hos4477117,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos4477117,1100.0,900.0,2000.0,5,4,0.0,0.0,1.0,3,65000000.0,130000000000.0
309,hos4506244,Jakarta Selatan,-6.261493,106.8106,Bangka,https://www.rumah123.com/properti/jakarta-selatan/hos4506244,180.0,154.0,334.0,4,3,0.0,0.0,1.0,2,15568862.28,5200000000.0
310,hos4530271,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos4530271,600.0,1080.0,1680.0,4,4,0.0,1.0,1.0,2,10416666.67,17500000000.0
311,hos4563829,Jakarta Selatan,-6.261493,106.8106,Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan/hos4563829,160.0,120.0,280.0,4,3,0.0,0.0,1.0,2,8857142.86,2480000000.0
312,hos4579535,Jakarta Selatan,-6.261493,106.8106,Senopati,https://www.rumah123.com/properti/jakarta-selatan/hos4579535,700.0,850.0,1550.0,5,4,0.0,1.0,2.0,2,41935483.87,65000000000.0
313,hos4584200,Jakarta Selatan,-6.261493,106.8106,Kebayoran Lama,https://www.rumah123.com/properti/jakarta-selatan/hos4584200,400.0,490.0,890.0,5,3,0.0,0.0,4.0,1,6741573.03,6000000000.0
314,hos4591821,Jakarta Selatan,-6.261493,106.8106,Pejaten,https://www.rumah123.com/properti/jakarta-selatan/hos4591821,600.0,1100.0,1700.0,4,4,0.0,1.0,2.0,2,17647058.82,30000000000.0
315,hos4627727,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos4627727,240.0,120.0,360.0,4,3,0.0,0.0,2.0,2,16666666.67,6000000000.0
316,hos4630594,Jakarta Selatan,-6.261493,106.8106,Warung Buncit,https://www.rumah123.com/properti/jakarta-selatan/hos4630594,337.0,330.0,667.0,4,4,0.0,1.0,1.0,2,12743628.19,8500000000.0
317,hos4633169,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos4633169,300.0,360.0,660.0,5,3,0.0,0.0,2.0,2,20454545.45,13500000000.0
318,hos4654127,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos4654127,800.0,1050.0,1850.0,4,4,0.0,0.0,1.0,2,11081081.08,20500000000.0
319,hos4658342,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos4658342,250.0,320.0,570.0,3,2,0.0,0.0,2.0,1,28070175.44,16000000000.0
320,hos4669318,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos4669318,200.0,288.0,488.0,3,2,0.0,0.0,2.0,1,12704918.03,6200000000.0
321,hos4669849,Jakarta Selatan,-6.261493,106.8106,Tebet,https://www.rumah123.com/properti/jakarta-selatan/hos4669849,400.0,315.0,715.0,15,6,0.0,1.0,2.0,2,5314685.31,3800000000.0
322,hos4673910,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos4673910,900.0,760.0,1660.0,4,4,0.0,0.0,1.0,2,51204819.28,85000000000.0
323,hos4695153,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos4695153,815.0,704.0,1519.0,8,9,0.0,0.0,1.0,2,14812376.56,22500000000.0
324,hos4702376,Jakarta Selatan,-6.261493,106.8106,Mampang Prapatan,https://www.rumah123.com/properti/jakarta-selatan/hos4702376,480.0,580.0,1060.0,3,2,1.0,0.0,2.0,2,8018867.92,8500000000.0
325,hos4702463,Jakarta Selatan,-6.261493,106.8106,Mampang Prapatan,https://www.rumah123.com/properti/jakarta-selatan/hos4702463,200.0,619.0,819.0,3,2,0.0,0.0,2.0,1,12820512.82,10500000000.0
326,hos4705609,Jakarta Selatan,-6.261493,106.8106,Warung Buncit,https://www.rumah123.com/properti/jakarta-selatan/hos4705609,300.0,230.0,530.0,3,3,0.0,1.0,1.0,2,12264150.94,6500000000.0
327,hos4719974,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4719974,650.0,435.0,1085.0,4,4,0.0,2.0,0.0,2,17511520.74,19000000000.0
328,hos4721391,Jakarta Selatan,-6.261493,106.8106,Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan/hos4721391,150.0,119.0,269.0,3,3,0.0,1.0,0.0,2,7249070.63,1950000000.0
329,hos4722695,Jakarta Selatan,-6.261493,106.8106,Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan/hos4722695,211.0,140.0,351.0,3,3,0.0,0.0,0.0,2,7122507.12,2500000000.0
330,hos4731471,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos4731471,166.0,100.0,266.0,3,3,0.0,0.0,0.0,3,9683458.65,2575800000.0
331,hos4761938,Jakarta Selatan,-6.261493,106.8106,Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan/hos4761938,150.0,106.0,256.0,3,3,0.0,0.0,0.0,2,9179687.5,2350000000.0
332,hos4769938,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos4769938,300.0,380.0,680.0,3,3,0.0,1.0,1.0,2,15441176.47,10500000000.0
333,hos4779987,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4779987,610.0,539.0,1149.0,4,4,0.0,2.0,1.0,2,11131418.62,12790000000.0
334,hos4782906,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos4782906,160.0,122.0,282.0,4,3,0.0,0.0,2.0,2,10620567.38,2995000000.0
335,hos4807052,Jakarta Selatan,-6.261493,106.8106,Mega Kuningan,https://www.rumah123.com/properti/jakarta-selatan/hos4807052,1150.0,708.0,1858.0,6,6,0.0,1.0,2.0,2,29063509.15,54000000000.0
336,hos4813648,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos4813648,500.0,358.0,858.0,4,4,0.0,0.0,4.0,2,33216783.22,28500000000.0
337,hos4813832,Jakarta Selatan,-6.261493,106.8106,Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan/hos4813832,84.0,75.0,159.0,3,2,0.0,0.0,0.0,2,8553459.12,1360000000.0
338,hos4829120,Jakarta Selatan,-6.261493,106.8106,Cirendeu,https://www.rumah123.com/properti/jakarta-selatan/hos4829120,100.0,73.0,173.0,3,3,0.0,0.0,0.0,2,6936416.18,1200000000.0
339,hos4834623,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos4834623,161.0,105.0,266.0,3,3,0.0,1.0,1.0,2,10526315.79,2800000000.0
340,hos4867727,Jakarta Selatan,-6.261493,106.8106,Fatmawati,https://www.rumah123.com/properti/jakarta-selatan/hos4867727,0.0,446.0,446.0,1,1,0.0,0.0,4.0,1,21300448.43,9500000000.0
341,hos4870607,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos4870607,100.0,79.0,179.0,3,3,0.0,1.0,0.0,2,8659217.88,1550000000.0
342,hos4871076,Jakarta Selatan,-6.261493,106.8106,Fatmawati,https://www.rumah123.com/properti/jakarta-selatan/hos4871076,135.0,86.0,221.0,3,2,0.0,1.0,0.0,2,6108597.29,1350000000.0
343,hos4871095,Jakarta Selatan,-6.261493,106.8106,Cirendeu,https://www.rumah123.com/properti/jakarta-selatan/hos4871095,100.0,78.0,178.0,3,3,0.0,1.0,0.0,2,7859550.56,1399000000.0
344,hos4871105,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos4871105,135.0,86.0,221.0,3,2,0.0,1.0,0.0,2,5882352.94,1300000000.0
345,hos4882337,Jakarta Selatan,-6.261493,106.8106,Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan/hos4882337,150.0,140.0,290.0,3,3,0.0,0.0,0.0,2,6862068.97,1990000000.0
346,hos4896773,Jakarta Selatan,-6.261493,106.8106,Cirendeu,https://www.rumah123.com/properti/jakarta-selatan/hos4896773,100.0,80.0,180.0,3,3,0.0,1.0,0.0,2,7222222.22,1300000000.0
347,hos4916001,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos4916001,350.0,206.0,556.0,5,5,0.0,0.0,2.0,2,12589928.06,7000000000.0
348,hos4932249,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos4932249,550.0,420.0,970.0,5,5,0.0,0.0,1.0,3,17010309.28,16500000000.0
349,hos4936827,Jakarta Selatan,-6.261493,106.8106,Bangka,https://www.rumah123.com/properti/jakarta-selatan/hos4936827,800.0,1100.0,1900.0,5,6,0.0,0.0,0.0,2,15789473.68,30000000000.0
350,hos4948108,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos4948108,124.0,106.0,230.0,3,3,0.0,0.0,0.0,2,9570347.83,2201180000.0
351,hos4970214,Jakarta Selatan,-6.261493,106.8106,Pondok Pinang,https://www.rumah123.com/properti/jakarta-selatan/hos4970214,170.0,96.0,266.0,4,3,0.0,1.0,2.0,2,8082706.77,2150000000.0
352,hos4995471,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos4995471,107.0,78.0,185.0,3,3,0.0,1.0,0.0,2,8918918.92,1650000000.0
353,hos5029890,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos5029890,1000.0,466.0,1466.0,5,5,0.0,2.0,1.0,3,23874488.4,35000000000.0
354,hos5032334,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos5032334,188.0,85.0,273.0,3,3,0.0,0.0,0.0,4,13919413.92,3800000000.0
355,hos5034056,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos5034056,240.0,200.0,440.0,4,3,0.0,0.0,2.0,2,17045454.55,7500000000.0
356,hos5056407,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos5056407,378.0,300.0,678.0,4,3,0.0,0.0,1.0,2,13126843.66,8900000000.0
357,hos5060114,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos5060114,350.0,512.0,862.0,3,3,0.0,1.0,2.0,1,12761020.88,11000000000.0
358,hos5080632,Jakarta Selatan,-6.261493,106.8106,Ragunan,https://www.rumah123.com/properti/jakarta-selatan/hos5080632,250.0,2000.0,2250.0,3,2,0.0,0.0,2.0,1,5555.56,12500000.0
359,hos5089478,Jakarta Selatan,-6.261493,106.8106,Cipete,https://www.rumah123.com/properti/jakarta-selatan/hos5089478,400.0,180.0,580.0,4,3,0.0,0.0,1.0,4,11205172.41,6499000000.0
360,hos5094840,Jakarta Selatan,-6.261493,106.8106,Tebet,https://www.rumah123.com/properti/jakarta-selatan/hos5094840,200.0,148.0,348.0,4,3,0.0,1.0,3.0,2,11350574.71,3950000000.0
361,hos5133995,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos5133995,100.0,60.0,160.0,3,2,0.0,1.0,0.0,2,8500000.0,1360000000.0
362,hos5154476,Jakarta Selatan,-6.261493,106.8106,Lebak Bulus,https://www.rumah123.com/properti/jakarta-selatan/hos5154476,100.0,77.0,177.0,3,3,0.0,0.0,0.0,2,7158192.09,1267000000.0
363,hos5201532,Jakarta Selatan,-6.261493,106.8106,Tebet,https://www.rumah123.com/properti/jakarta-selatan/hos5201532,800.0,361.0,1161.0,5,4,0.0,0.0,1.0,3,15245478.04,17700000000.0
364,hos5203147,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos5203147,150.0,437.0,587.0,4,3,0.0,0.0,4.0,1,10221465.08,6000000000.0
365,hos5211598,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos5211598,600.0,507.0,1107.0,5,4,0.0,0.0,1.0,2,13550135.5,15000000000.0
366,hos5213574,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos5213574,550.0,433.0,983.0,4,4,0.0,1.0,2.0,2,18311291.96,18000000000.0
367,hos5213919,Jakarta Selatan,-6.261493,106.8106,Bangka,https://www.rumah123.com/properti/jakarta-selatan/hos5213919,300.0,500.0,800.0,3,3,0.0,0.0,4.0,1,15625000.0,12500000000.0
368,hos5221305,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos5221305,837.0,404.0,1241.0,4,4,0.0,0.0,0.0,3,22562449.64,28000000000.0
369,hos5223986,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos5223986,400.0,212.0,612.0,4,4,0.0,1.0,2.0,3,17156862.75,10500000000.0
370,hos5226315,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos5226315,275.0,152.0,427.0,3,3,0.0,1.0,2.0,2,10538641.69,4500000000.0
371,hos5284548,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos5284548,300.0,206.0,506.0,4,4,0.0,0.0,1.0,3,11857707.51,6000000000.0
372,hos5325833,Jakarta Selatan,-6.261493,106.8106,Kemang,https://www.rumah123.com/properti/jakarta-selatan/hos5325833,350.0,512.0,862.0,3,4,0.0,0.0,1.0,2,12180974.48,10500000000.0
373,hos5346850,Jakarta Selatan,-6.261493,106.8106,Pondok Pinang,https://www.rumah123.com/properti/jakarta-selatan/hos5346850,260.0,110.0,370.0,1,1,0.0,0.0,1.0,2,8378378.38,3100000000.0
374,hos5367767,Jakarta Selatan,-6.261493,106.8106,Kebayoran Baru,https://www.rumah123.com/properti/jakarta-selatan/hos5367767,1000.0,1148.0,2148.0,6,6,1.0,0.0,4.0,2,34916201.12,75000000000.0
375,hos5485747,Jakarta Selatan,-6.261493,106.8106,Pondok Indah,https://www.rumah123.com/properti/jakarta-selatan/hos5485747,1200.0,1075.0,2275.0,5,5,0.0,1.0,1.0,3,29890109.89,68000000000.0
376,hos5524118,Jakarta Selatan,-6.261493,106.8106,Cilandak,https://www.rumah123.com/properti/jakarta-selatan/hos5524118,1500.0,1685.0,3185.0,8,7,0.0,1.0,1.0,2,6907378.34,22000000000.0
